transaction_id,account_id,tran_date,settle_date,merchant_id,transaction_type,amount_in_actual_currency,conversion_rate,final_amount,amount_settled
662,1064,2024-08-30,2024-08-31,2003,Debit,276.76,1.03,285.06,276.76
663,1058,2024-06-24,2024-06-28,2008,Credit,72.27,1.05,75.88,72.27
664,1035,2024-11-03,2024-11-07,2004,Debit,296.83,1.05,311.67,296.83
665,1074,2024-09-28,2024-09-30,2006,Credit,353.39,1.07,378.13,353.39
666,1037,2024-09-16,2024-09-17,2015,Credit,86.24,1.02,87.96,86.24
667,1070,2024-06-06,2024-06-09,2009,Credit,80.89,1.01,81.7,80.89
668,1028,2024-02-10,2024-02-14,2007,Debit,199.23,1.05,209.19,199.23
669,1094,2024-02-25,2024-02-28,2013,Debit,434.44,0.94,408.37,434.44
670,1059,2024-06-02,2024-06-04,2008,Credit,59.69,1.03,61.48,59.69
671,1090,2024-02-16,2024-02-19,2007,Credit,168.89,1.09,184.09,168.89
672,1075,2024-11-03,2024-11-07,2012,Credit,55.51,0.95,52.73,55.51
673,1067,2024-07-01,2024-07-03,2010,Debit,359.79,0.93,334.6,359.79
674,1028,2024-04-07,2024-04-10,2002,Debit,170.71,1.07,182.66,170.71
675,1059,2024-12-01,2024-12-02,2012,Debit,141.09,1.1,155.2,141.09
676,1099,2024-02-12,2024-02-13,2020,Credit,36.03,1.1,39.63,36.03
677,1070,2024-01-07,2024-01-09,2006,Credit,494.12,1.04,513.88,494.12
678,1061,2024-01-25,2024-01-27,2019,Debit,102.85,0.98,100.79,102.85
679,1018,2024-08-25,2024-08-26,2003,Debit,177.03,1.0,177.03,177.03
680,1077,2024-01-22,2024-01-23,2011,Debit,113.33,0.99,112.2,113.33
681,1052,2024-04-04,2024-04-06,2002,Credit,230.52,1.06,244.35,230.52
682,1084,2024-11-29,2024-12-01,2001,Credit,208.19,1.07,222.76,208.19
683,1031,2024-08-02,2024-08-04,2006,Debit,321.11,0.91,292.21,321.11
684,1022,2024-06-28,2024-07-01,2013,Debit,282.06,0.99,279.24,282.06
685,1015,2024-09-23,2024-09-27,2020,Debit,302.05,1.01,305.07,302.05
686,1075,2024-08-10,2024-08-11,2013,Debit,121.97,0.94,114.65,121.97
687,1056,2024-04-22,2024-04-26,2015,Debit,296.08,1.01,299.04,296.08
688,1024,2024-04-18,2024-04-21,2011,Credit,72.86,1.1,80.15,72.86
689,1089,2024-10-14,2024-10-16,2005,Credit,89.7,1.03,92.39,89.7
690,1088,2024-03-09,2024-03-12,2008,Debit,343.45,1.04,357.19,343.45
691,1086,2024-09-30,2024-10-04,2018,Credit,449.96,1.01,454.46,449.96
692,1020,2024-09-30,2024-10-02,2013,Credit,266.56,1.09,290.55,266.56
693,1099,2024-07-07,2024-07-10,2013,Credit,255.59,1.01,258.15,255.59
694,1070,2024-12-04,2024-12-08,2016,Credit,153.3,1.03,157.9,153.3
695,1048,2024-04-28,2024-04-29,2004,Debit,264.98,1.1,291.48,264.98
696,1003,2024-11-21,2024-11-25,2007,Credit,163.53,0.91,148.81,163.53
697,1067,2024-07-25,2024-07-27,2007,Credit,424.66,0.99,420.41,424.66
698,1089,2024-07-17,2024-07-18,2004,Debit,55.5,1.06,58.83,55.5
699,1055,2024-03-20,2024-03-24,2004,Credit,367.36,0.91,334.3,367.36
700,1007,2024-07-05,2024-07-08,2010,Debit,396.41,1.01,400.37,396.41
701,1027,2024-05-15,2024-05-19,2002,Debit,346.01,0.93,321.79,346.01
702,1044,2024-02-23,2024-02-25,2005,Debit,411.62,1.07,440.43,411.62
703,1029,2024-04-08,2024-04-10,2002,Debit,357.88,1.05,375.77,357.88
704,1052,2024-12-24,2024-12-28,2003,Credit,341.33,0.94,320.85,341.33
705,1095,2024-12-22,2024-12-24,2008,Debit,185.33,1.0,185.33,185.33
706,1002,2024-05-14,2024-05-15,2001,Credit,155.35,0.91,141.37,155.35
707,1039,2024-09-26,2024-09-28,2013,Debit,235.08,0.99,232.73,235.08
708,1003,2024-04-03,2024-04-06,2006,Debit,228.32,0.95,216.9,228.32
709,1057,2024-10-20,2024-10-24,2008,Credit,434.22,0.96,416.85,434.22
710,1065,2024-10-17,2024-10-19,2015,Debit,338.24,1.05,355.15,338.24
711,1100,2024-08-03,2024-08-07,2004,Credit,89.27,1.05,93.73,89.27
712,1042,2024-11-22,2024-11-26,2017,Debit,223.31,0.93,207.68,223.31
713,1059,2024-08-14,2024-08-16,2006,Credit,273.76,0.92,251.86,273.76
714,1066,2024-04-13,2024-04-17,2015,Credit,442.12,1.0,442.12,442.12
715,1054,2024-10-05,2024-10-09,2003,Credit,464.22,0.99,459.58,464.22
716,1098,2024-11-01,2024-11-03,2019,Debit,57.0,1.05,59.85,57.0
717,1004,2024-12-09,2024-12-10,2003,Credit,223.94,1.04,232.9,223.94
718,1095,2024-05-20,2024-05-24,2013,Credit,59.84,1.03,61.64,59.84
719,1017,2024-03-12,2024-03-16,2019,Credit,155.33,0.99,153.78,155.33
720,1038,2024-12-12,2024-12-13,2015,Credit,18.72,1.05,19.66,18.72
721,1023,2024-03-23,2024-03-26,2005,Credit,438.92,1.03,452.09,438.92
722,1016,2024-08-26,2024-08-28,2001,Debit,322.91,1.05,339.06,322.91
723,1080,2024-01-11,2024-01-12,2006,Debit,285.81,1.06,302.96,285.81
724,1001,2024-05-25,2024-05-27,2005,Credit,292.99,1.09,319.36,292.99
725,1031,2024-02-17,2024-02-18,2009,Credit,298.66,1.04,310.61,298.66
726,1027,2024-06-13,2024-06-15,2017,Debit,248.04,0.91,225.72,248.04
727,1021,2024-06-15,2024-06-18,2004,Debit,311.31,0.97,301.97,311.31
728,1093,2024-01-04,2024-01-07,2010,Credit,488.85,0.94,459.52,488.85
729,1026,2024-03-25,2024-03-26,2016,Debit,211.13,1.01,213.24,211.13
730,1032,2024-04-08,2024-04-10,2002,Credit,198.13,0.99,196.15,198.13
731,1087,2024-11-18,2024-11-19,2015,Credit,225.26,0.94,211.74,225.26
732,1058,2024-10-22,2024-10-25,2009,Credit,29.54,1.04,30.72,29.54
733,1045,2024-02-16,2024-02-17,2017,Debit,265.06,1.07,283.61,265.06
734,1065,2024-05-05,2024-05-07,2005,Credit,310.7,0.99,307.59,310.7
735,1076,2024-05-13,2024-05-16,2003,Debit,131.9,0.95,125.3,131.9
736,1059,2024-02-26,2024-02-28,2005,Debit,334.78,0.92,308.0,334.78
737,1070,2024-04-29,2024-05-02,2018,Debit,160.91,0.9,144.82,160.91
738,1067,2024-12-19,2024-12-20,2011,Debit,299.7,1.08,323.68,299.7
739,1018,2024-09-01,2024-09-03,2009,Debit,434.48,1.09,473.58,434.48
740,1027,2024-10-31,2024-11-03,2003,Debit,188.15,1.04,195.68,188.15
741,1049,2024-10-12,2024-10-13,2014,Credit,233.97,0.97,226.95,233.97
742,1061,2024-08-16,2024-08-17,2015,Debit,402.06,1.07,430.2,402.06
743,1063,2024-11-16,2024-11-17,2019,Debit,435.16,0.91,396.0,435.16
744,1018,2024-01-24,2024-01-26,2016,Credit,302.31,1.09,329.52,302.31
745,1039,2024-12-09,2024-12-11,2013,Debit,332.65,0.92,306.04,332.65
746,1007,2024-02-11,2024-02-14,2008,Credit,88.12,0.98,86.36,88.12
747,1079,2024-07-15,2024-07-16,2020,Debit,117.72,0.96,113.01,117.72
748,1088,2024-03-14,2024-03-17,2020,Credit,254.69,1.09,277.61,254.69
749,1063,2024-04-15,2024-04-16,2008,Credit,171.46,1.08,185.18,171.46
750,1004,2024-06-17,2024-06-19,2016,Debit,382.41,0.92,351.82,382.41
751,1002,2024-04-27,2024-04-29,2016,Debit,407.18,0.94,382.75,407.18
752,1057,2024-08-18,2024-08-22,2006,Credit,127.81,1.05,134.2,127.81
753,1063,2024-12-22,2024-12-26,2016,Debit,345.0,0.99,341.55,345.0
754,1086,2024-05-17,2024-05-18,2001,Credit,149.62,0.95,142.14,149.62
755,1059,2024-11-25,2024-11-28,2016,Credit,280.28,0.99,277.48,280.28
756,1084,2024-05-25,2024-05-26,2017,Debit,193.7,1.04,201.45,193.7
757,1020,2024-04-18,2024-04-19,2016,Debit,450.05,0.98,441.05,450.05
758,1030,2024-06-13,2024-06-16,2014,Debit,312.4,1.04,324.9,312.4
759,1065,2024-03-17,2024-03-20,2009,Debit,359.38,0.96,345.0,359.38
760,1084,2024-08-29,2024-09-02,2004,Debit,427.75,0.91,389.25,427.75
761,1066,2024-05-12,2024-05-13,2013,Credit,353.2,1.09,384.99,353.2
762,1057,2024-05-16,2024-05-18,2014,Credit,269.3,1.06,285.46,269.3
763,1072,2024-01-20,2024-01-23,2020,Credit,208.96,0.99,206.87,208.96
764,1028,2024-11-14,2024-11-17,2011,Credit,111.17,1.04,115.62,111.17
765,1062,2024-04-18,2024-04-20,2018,Debit,109.65,1.05,115.13,109.65
766,1076,2024-01-25,2024-01-26,2019,Debit,495.9,0.94,466.15,495.9
767,1023,2024-11-04,2024-11-07,2009,Credit,468.07,1.07,500.83,468.07
768,1090,2024-02-04,2024-02-08,2013,Debit,396.28,0.98,388.35,396.28
769,1059,2024-06-05,2024-06-07,2008,Credit,342.83,1.04,356.54,342.83
770,1020,2024-10-26,2024-10-28,2010,Debit,481.0,0.95,456.95,481.0
771,1022,2024-12-24,2024-12-27,2001,Debit,316.29,0.95,300.48,316.29
772,1061,2024-04-09,2024-04-11,2017,Credit,210.86,0.97,204.53,210.86
773,1059,2024-10-11,2024-10-14,2019,Debit,225.65,1.05,236.93,225.65
774,1095,2024-09-19,2024-09-21,2006,Credit,96.03,0.93,89.31,96.03
775,1067,2024-11-16,2024-11-19,2007,Debit,493.26,1.09,537.65,493.26
776,1049,2024-07-21,2024-07-24,2002,Debit,12.66,0.91,11.52,12.66
777,1022,2024-05-15,2024-05-18,2003,Credit,96.13,0.94,90.36,96.13
778,1005,2024-07-28,2024-07-29,2008,Credit,146.26,1.06,155.04,146.26
779,1008,2024-09-13,2024-09-15,2006,Credit,240.43,0.99,238.03,240.43
780,1088,2024-08-19,2024-08-21,2002,Credit,389.07,1.01,392.96,389.07
781,1051,2024-12-15,2024-12-18,2014,Credit,198.61,0.98,194.64,198.61
782,1061,2024-03-21,2024-03-24,2011,Credit,29.01,1.08,31.33,29.01
783,1005,2024-03-24,2024-03-26,2012,Debit,33.97,0.94,31.93,33.97
784,1039,2024-07-31,2024-08-03,2017,Credit,380.16,1.06,402.97,380.16
785,1092,2024-04-29,2024-05-01,2002,Debit,195.9,0.97,190.02,195.9
786,1037,2024-01-31,2024-02-01,2011,Credit,35.87,0.98,35.15,35.87
787,1067,2024-03-05,2024-03-08,2020,Debit,416.3,1.02,424.63,416.3
788,1050,2024-08-22,2024-08-26,2004,Debit,176.92,0.95,168.07,176.92
789,1070,2024-10-16,2024-10-20,2016,Debit,488.54,1.04,508.08,488.54
790,1046,2024-10-06,2024-10-07,2020,Credit,256.42,1.08,276.93,256.42
791,1041,2024-03-23,2024-03-24,2009,Debit,298.06,1.01,301.04,298.06
792,1001,2024-03-01,2024-03-02,2019,Debit,391.93,0.98,384.09,391.93
793,1029,2024-12-26,2024-12-30,2014,Credit,42.47,0.98,41.62,42.47
794,1096,2024-02-19,2024-02-23,2001,Debit,411.29,1.1,452.42,411.29
795,1098,2024-01-25,2024-01-29,2018,Debit,215.96,0.96,207.32,215.96
796,1096,2024-03-12,2024-03-14,2005,Debit,447.26,1.09,487.51,447.26
797,1020,2024-03-20,2024-03-23,2014,Credit,490.79,0.92,451.53,490.79
798,1087,2024-01-20,2024-01-21,2019,Credit,435.29,1.01,439.64,435.29
799,1004,2024-12-29,2025-01-01,2002,Credit,296.61,1.05,311.44,296.61
800,1055,2024-09-03,2024-09-05,2010,Debit,340.6,0.96,326.98,340.6
801,1090,2024-01-28,2024-01-31,2005,Debit,87.88,0.95,83.49,87.88
802,1026,2024-06-21,2024-06-24,2008,Debit,49.31,0.91,44.87,49.31
803,1020,2024-01-14,2024-01-16,2006,Credit,420.04,1.03,432.64,420.04
804,1099,2024-02-29,2024-03-04,2006,Credit,124.11,1.0,124.11,124.11
805,1043,2024-02-09,2024-02-10,2016,Credit,165.17,0.95,156.91,165.17
806,1053,2024-12-25,2024-12-26,2010,Credit,377.8,0.96,362.69,377.8
807,1002,2024-05-26,2024-05-28,2019,Debit,55.41,0.92,50.98,55.41
808,1022,2024-01-08,2024-01-10,2006,Debit,315.99,0.95,300.19,315.99
809,1071,2024-05-22,2024-05-26,2002,Credit,13.1,1.04,13.62,13.1
810,1026,2024-05-05,2024-05-08,2018,Debit,351.79,1.04,365.86,351.79
811,1079,2024-09-28,2024-09-30,2001,Credit,278.46,1.02,284.03,278.46
812,1086,2024-06-08,2024-06-11,2020,Credit,11.52,0.97,11.17,11.52
813,1053,2024-12-13,2024-12-15,2014,Credit,25.44,1.05,26.71,25.44
814,1066,2024-06-27,2024-06-30,2014,Credit,434.74,1.08,469.52,434.74
815,1041,2024-08-19,2024-08-23,2003,Credit,20.54,0.99,20.33,20.54
816,1018,2024-10-08,2024-10-11,2010,Debit,132.01,1.01,133.33,132.01
817,1055,2024-07-03,2024-07-05,2019,Credit,349.06,0.92,321.14,349.06
818,1092,2024-09-15,2024-09-19,2014,Credit,365.53,1.06,387.46,365.53
819,1086,2024-04-03,2024-04-06,2002,Credit,187.18,1.02,190.92,187.18
820,1090,2024-02-09,2024-02-12,2008,Debit,458.13,1.06,485.62,458.13
821,1051,2024-05-26,2024-05-28,2017,Credit,436.44,1.0,436.44,436.44
822,1011,2024-03-11,2024-03-12,2014,Credit,81.0,1.05,85.05,81.0
823,1090,2024-07-11,2024-07-12,2017,Credit,432.05,0.92,397.49,432.05
824,1014,2024-08-11,2024-08-15,2018,Debit,52.96,1.0,52.96,52.96
825,1086,2024-02-20,2024-02-24,2018,Credit,417.77,1.0,417.77,417.77
826,1070,2024-05-24,2024-05-26,2018,Debit,148.5,0.97,144.04,148.5
827,1058,2024-04-02,2024-04-03,2014,Debit,469.81,0.92,432.23,469.81
828,1053,2024-11-30,2024-12-03,2011,Credit,335.47,1.06,355.6,335.47
829,1009,2024-01-11,2024-01-12,2010,Debit,479.73,1.05,503.72,479.73
830,1099,2024-07-07,2024-07-10,2014,Credit,170.7,1.01,172.41,170.7
831,1100,2024-09-02,2024-09-04,2011,Credit,411.23,1.05,431.79,411.23
832,1068,2024-03-25,2024-03-27,2019,Credit,143.43,1.07,153.47,143.43
833,1049,2024-07-13,2024-07-14,2018,Credit,247.06,1.03,254.47,247.06
834,1093,2024-09-30,2024-10-02,2003,Credit,276.5,1.04,287.56,276.5
835,1066,2024-03-16,2024-03-20,2008,Debit,68.39,0.98,67.02,68.39
836,1080,2024-08-19,2024-08-21,2017,Credit,388.39,1.0,388.39,388.39
837,1001,2024-11-06,2024-11-08,2003,Credit,109.87,1.04,114.26,109.87
838,1088,2024-05-15,2024-05-17,2015,Debit,139.74,0.95,132.75,139.74
839,1029,2024-12-28,2024-12-31,2020,Credit,441.64,1.0,441.64,441.64
840,1060,2024-10-02,2024-10-06,2013,Credit,317.32,0.98,310.97,317.32
841,1073,2024-09-09,2024-09-10,2013,Credit,480.37,0.99,475.57,480.37
842,1015,2024-07-09,2024-07-11,2013,Debit,480.41,1.0,480.41,480.41
843,1094,2024-05-11,2024-05-12,2005,Credit,398.94,0.98,390.96,398.94
844,1057,2024-02-02,2024-02-05,2016,Debit,181.09,1.0,181.09,181.09
845,1010,2024-12-02,2024-12-05,2005,Credit,380.82,0.96,365.59,380.82
846,1053,2024-02-10,2024-02-13,2013,Credit,224.94,0.98,220.44,224.94
847,1071,2024-11-01,2024-11-05,2019,Debit,266.72,0.92,245.38,266.72
848,1028,2024-09-01,2024-09-02,2014,Credit,425.34,1.0,425.34,425.34
849,1058,2024-10-17,2024-10-20,2016,Credit,425.65,0.93,395.85,425.65
850,1059,2024-02-18,2024-02-21,2015,Debit,406.04,0.98,397.92,406.04
851,1013,2024-10-21,2024-10-25,2001,Debit,258.86,0.93,240.74,258.86
852,1013,2024-04-10,2024-04-12,2006,Credit,14.55,1.0,14.55,14.55
853,1007,2024-07-18,2024-07-19,2005,Credit,414.1,1.07,443.09,414.1
854,1083,2024-09-20,2024-09-23,2011,Debit,238.93,0.92,219.82,238.93
855,1027,2024-03-23,2024-03-26,2010,Credit,196.02,0.92,180.34,196.02
856,1006,2024-04-22,2024-04-24,2010,Credit,177.92,0.97,172.58,177.92
857,1007,2024-09-27,2024-09-28,2013,Credit,190.08,1.09,207.19,190.08
858,1057,2024-09-28,2024-10-01,2004,Debit,12.36,0.91,11.25,12.36
859,1041,2024-11-05,2024-11-07,2013,Credit,51.33,1.03,52.87,51.33
860,1019,2024-10-05,2024-10-08,2010,Debit,98.09,0.91,89.26,98.09
861,1042,2024-03-05,2024-03-07,2014,Debit,206.74,1.06,219.14,206.74
862,1087,2024-04-17,2024-04-21,2019,Debit,127.7,0.95,121.32,127.7
863,1078,2024-03-14,2024-03-16,2010,Debit,56.5,1.01,57.06,56.5
864,1087,2024-01-17,2024-01-20,2012,Credit,342.06,1.02,348.9,342.06
865,1001,2024-08-03,2024-08-04,2009,Debit,21.19,1.04,22.04,21.19
866,1010,2024-12-07,2024-12-11,2019,Credit,399.3,1.01,403.29,399.3
867,1035,2024-01-02,2024-01-06,2005,Credit,179.98,0.94,169.18,179.98
868,1093,2024-01-25,2024-01-28,2014,Credit,167.52,0.98,164.17,167.52
869,1047,2024-06-18,2024-06-19,2018,Debit,148.24,1.0,148.24,148.24
870,1080,2024-07-24,2024-07-26,2010,Credit,215.59,1.06,228.53,215.59
871,1029,2024-08-29,2024-09-01,2018,Debit,240.49,1.0,240.49,240.49
872,1099,2024-07-29,2024-07-31,2014,Debit,432.53,1.04,449.83,432.53
873,1091,2024-12-27,2024-12-31,2010,Debit,441.42,1.1,485.56,441.42
874,1028,2024-06-23,2024-06-27,2001,Debit,224.92,1.08,242.91,224.92
875,1009,2024-08-13,2024-08-16,2017,Debit,207.94,1.06,220.42,207.94
876,1033,2024-06-06,2024-06-09,2008,Credit,414.0,1.02,422.28,414.0
877,1057,2024-11-25,2024-11-27,2014,Debit,204.21,0.9,183.79,204.21
878,1019,2024-11-15,2024-11-17,2017,Credit,427.09,1.1,469.8,427.09
879,1044,2024-11-21,2024-11-23,2018,Debit,31.94,1.03,32.9,31.94
880,1024,2024-09-01,2024-09-02,2007,Credit,178.51,0.97,173.15,178.51
881,1084,2024-08-21,2024-08-22,2017,Debit,275.5,1.01,278.26,275.5
882,1025,2024-01-12,2024-01-13,2003,Debit,358.65,1.09,390.93,358.65
883,1098,2024-01-16,2024-01-20,2012,Credit,53.27,1.02,54.34,53.27
884,1085,2024-02-13,2024-02-14,2017,Credit,148.71,0.95,141.27,148.71
885,1048,2024-11-30,2024-12-01,2011,Debit,219.98,1.01,222.18,219.98
886,1050,2024-04-03,2024-04-04,2019,Credit,181.47,1.01,183.28,181.47
887,1019,2024-06-09,2024-06-12,2018,Debit,181.35,0.91,165.03,181.35
888,1065,2024-09-14,2024-09-18,2016,Credit,327.23,1.04,340.32,327.23
889,1098,2024-10-19,2024-10-21,2014,Credit,75.34,0.95,71.57,75.34
890,1082,2024-03-13,2024-03-16,2017,Debit,480.8,0.91,437.53,480.8
891,1065,2024-08-23,2024-08-27,2008,Debit,102.37,1.01,103.39,102.37
892,1032,2024-09-13,2024-09-14,2006,Credit,452.49,0.96,434.39,452.49
893,1005,2024-09-20,2024-09-22,2009,Debit,487.75,1.09,531.65,487.75
894,1052,2024-07-19,2024-07-20,2005,Debit,95.43,1.0,95.43,95.43
895,1095,2024-08-14,2024-08-15,2020,Debit,65.62,1.02,66.93,65.62
896,1049,2024-10-31,2024-11-04,2011,Credit,494.68,1.09,539.2,494.68
897,1091,2024-05-12,2024-05-15,2008,Debit,184.51,0.94,173.44,184.51
898,1067,2024-02-09,2024-02-12,2002,Credit,105.7,0.97,102.53,105.7
899,1090,2024-06-26,2024-06-28,2019,Credit,45.76,0.91,41.64,45.76
900,1047,2024-11-30,2024-12-04,2017,Credit,397.96,1.09,433.78,397.96
901,1099,2024-07-12,2024-07-15,2018,Debit,193.99,0.97,188.17,193.99
902,1040,2024-04-26,2024-04-30,2020,Debit,445.47,0.94,418.74,445.47
903,1029,2024-04-13,2024-04-17,2017,Credit,140.58,0.98,137.77,140.58
904,1083,2024-01-03,2024-01-06,2012,Debit,28.3,1.02,28.87,28.3
905,1005,2024-11-02,2024-11-06,2014,Credit,43.63,0.93,40.58,43.63
906,1016,2024-01-01,2024-01-03,2008,Debit,409.32,1.09,446.16,409.32
907,1033,2024-08-13,2024-08-16,2014,Debit,124.25,1.04,129.22,124.25
908,1002,2024-09-17,2024-09-20,2011,Credit,450.55,1.1,495.61,450.55
909,1084,2024-12-05,2024-12-08,2002,Debit,404.1,0.9,363.69,404.1
910,1043,2024-05-05,2024-05-07,2008,Debit,314.37,0.99,311.23,314.37
911,1029,2024-05-06,2024-05-07,2002,Debit,327.45,1.05,343.82,327.45
912,1100,2024-03-15,2024-03-16,2015,Debit,190.79,1.06,202.24,190.79
913,1047,2024-02-12,2024-02-13,2013,Credit,470.48,0.92,432.84,470.48
914,1090,2024-03-08,2024-03-12,2006,Credit,486.07,1.04,505.51,486.07
915,1048,2024-08-26,2024-08-27,2010,Credit,176.81,0.92,162.67,176.81
916,1009,2024-10-21,2024-10-24,2013,Credit,379.76,1.08,410.14,379.76
917,1051,2024-05-15,2024-05-19,2007,Debit,463.89,1.07,496.36,463.89
918,1021,2024-12-12,2024-12-16,2005,Credit,120.31,0.93,111.89,120.31
919,1096,2024-09-11,2024-09-13,2015,Debit,280.27,1.09,305.49,280.27
920,1089,2024-07-10,2024-07-13,2017,Debit,352.73,1.1,388.0,352.73
921,1068,2024-06-11,2024-06-14,2001,Credit,55.33,0.99,54.78,55.33
922,1007,2024-10-10,2024-10-11,2009,Debit,294.52,1.08,318.08,294.52
923,1012,2024-09-21,2024-09-23,2015,Credit,462.9,0.96,444.38,462.9
924,1067,2024-01-08,2024-01-09,2001,Credit,272.74,0.96,261.83,272.74
925,1093,2024-05-14,2024-05-17,2013,Credit,484.45,1.06,513.52,484.45
926,1066,2024-09-05,2024-09-08,2009,Debit,351.03,0.95,333.48,351.03
927,1059,2024-09-23,2024-09-24,2010,Debit,387.8,0.97,376.17,387.8
928,1015,2024-05-19,2024-05-20,2007,Credit,181.64,0.97,176.19,181.64
929,1089,2024-08-04,2024-08-07,2006,Debit,382.38,1.06,405.32,382.38
930,1035,2024-01-08,2024-01-10,2013,Credit,294.0,1.04,305.76,294.0
931,1069,2024-04-13,2024-04-17,2012,Debit,184.19,0.91,167.61,184.19
932,1047,2024-08-26,2024-08-30,2007,Credit,70.39,0.95,66.87,70.39
933,1008,2024-10-02,2024-10-05,2001,Credit,222.94,0.94,209.56,222.94
934,1092,2024-10-20,2024-10-24,2003,Credit,449.71,1.04,467.7,449.71
935,1022,2024-12-07,2024-12-09,2010,Debit,151.63,1.09,165.28,151.63
936,1100,2024-03-28,2024-03-29,2001,Debit,446.34,1.03,459.73,446.34
937,1089,2024-07-23,2024-07-24,2020,Credit,43.68,0.98,42.81,43.68
938,1013,2024-07-12,2024-07-15,2009,Credit,362.48,1.08,391.48,362.48
939,1048,2024-06-22,2024-06-26,2019,Credit,248.7,1.06,263.62,248.7
940,1091,2024-11-19,2024-11-22,2009,Debit,492.84,1.02,502.7,492.84
941,1036,2024-04-12,2024-04-14,2012,Credit,323.51,1.06,342.92,323.51
942,1053,2024-04-23,2024-04-26,2016,Debit,442.49,0.97,429.22,442.49
943,1020,2024-10-11,2024-10-15,2010,Debit,193.32,0.98,189.45,193.32
944,1057,2024-02-23,2024-02-27,2002,Credit,426.43,0.97,413.64,426.43
945,1100,2024-02-13,2024-02-17,2010,Credit,436.69,1.03,449.79,436.69
946,1028,2024-04-29,2024-05-01,2013,Credit,200.21,0.96,192.2,200.21
947,1067,2024-10-10,2024-10-13,2014,Credit,365.89,1.09,398.82,365.89
948,1081,2024-02-11,2024-02-13,2001,Debit,39.2,0.96,37.63,39.2
949,1089,2024-06-02,2024-06-03,2014,Debit,116.95,1.03,120.46,116.95
950,1026,2024-11-19,2024-11-21,2003,Debit,259.34,0.99,256.75,259.34
951,1083,2024-12-22,2024-12-25,2010,Debit,43.56,0.95,41.38,43.56
952,1057,2024-03-20,2024-03-22,2007,Credit,361.85,0.99,358.23,361.85
953,1007,2024-07-29,2024-07-31,2007,Debit,472.97,0.96,454.05,472.97
954,1089,2024-07-10,2024-07-14,2008,Debit,48.23,0.98,47.27,48.23
955,1012,2024-12-25,2024-12-29,2020,Credit,60.77,0.9,54.69,60.77
956,1060,2024-12-25,2024-12-29,2006,Debit,436.72,1.03,449.82,436.72
957,1065,2024-12-17,2024-12-20,2012,Debit,183.72,1.1,202.09,183.72
958,1060,2024-06-15,2024-06-18,2012,Debit,421.76,1.04,438.63,421.76
959,1089,2024-09-23,2024-09-25,2002,Debit,329.38,0.97,319.5,329.38
960,1098,2024-02-25,2024-02-28,2015,Credit,391.22,0.99,387.31,391.22
961,1021,2024-05-28,2024-05-30,2015,Credit,216.37,0.91,196.9,216.37
962,1039,2024-04-01,2024-04-02,2001,Credit,494.2,0.93,459.61,494.2
963,1045,2024-11-09,2024-11-10,2013,Credit,481.42,0.94,452.53,481.42
964,1063,2024-09-01,2024-09-02,2015,Credit,370.22,0.91,336.9,370.22
965,1029,2024-08-05,2024-08-06,2013,Debit,16.75,0.99,16.58,16.75
966,1068,2024-06-01,2024-06-02,2018,Debit,412.5,1.1,453.75,412.5
967,1020,2024-01-26,2024-01-29,2006,Debit,25.54,0.95,24.26,25.54
968,1026,2024-11-07,2024-11-10,2005,Credit,98.03,1.06,103.91,98.03
969,1079,2024-12-29,2025-01-01,2003,Credit,108.41,1.0,108.41,108.41
970,1035,2024-06-02,2024-06-04,2003,Debit,305.86,0.98,299.74,305.86
971,1015,2024-08-18,2024-08-21,2010,Debit,73.49,1.08,79.37,73.49
972,1080,2024-06-13,2024-06-16,2015,Credit,51.37,0.91,46.75,51.37
973,1039,2024-07-12,2024-07-15,2011,Credit,232.4,0.98,227.75,232.4
974,1090,2024-07-17,2024-07-19,2016,Debit,119.71,0.9,107.74,119.71
975,1045,2024-11-30,2024-12-01,2001,Debit,152.89,0.96,146.77,152.89
976,1062,2024-11-02,2024-11-05,2001,Credit,41.56,0.93,38.65,41.56
977,1031,2024-03-06,2024-03-10,2004,Debit,241.0,1.01,243.41,241.0
978,1027,2024-01-11,2024-01-13,2015,Debit,482.86,1.03,497.35,482.86
979,1044,2024-10-17,2024-10-19,2015,Debit,469.05,1.02,478.43,469.05
980,1011,2024-09-22,2024-09-25,2001,Credit,138.75,0.94,130.42,138.75
981,1051,2024-12-16,2024-12-18,2010,Credit,485.19,1.06,514.3,485.19
982,1055,2024-10-29,2024-10-31,2009,Credit,423.64,1.04,440.59,423.64
983,1044,2024-03-22,2024-03-24,2010,Credit,133.15,1.05,139.81,133.15
984,1097,2024-06-23,2024-06-26,2002,Credit,108.57,1.07,116.17,108.57
985,1091,2024-09-20,2024-09-22,2013,Credit,250.36,0.99,247.86,250.36
986,1090,2024-09-09,2024-09-13,2003,Credit,455.93,1.09,496.96,455.93
987,1031,2024-03-29,2024-03-31,2003,Credit,317.15,0.98,310.81,317.15
988,1098,2024-05-25,2024-05-28,2006,Credit,28.96,1.07,30.99,28.96
989,1006,2024-02-10,2024-02-11,2013,Credit,228.61,0.95,217.18,228.61
990,1015,2024-02-10,2024-02-13,2013,Credit,111.26,0.95,105.7,111.26
991,1018,2024-12-28,2025-01-01,2010,Debit,323.71,0.91,294.58,323.71
992,1075,2024-01-15,2024-01-18,2015,Debit,344.22,0.98,337.34,344.22
