transaction_id,account_id,tran_date,settle_date,merchant_id,transaction_type,amount_in_actual_currency,conversion_rate
819,2925,2024-08-13,2024-08-16,2292,Debit,149.1,0.91
820,1181,2024-08-03,2024-08-06,2138,Debit,241.17,0.96
821,2449,2024-12-19,2024-12-22,2348,Debit,327.82,1.01
822,2025,2024-02-07,2024-02-08,2268,Credit,429.3,0.95
823,2097,2024-07-25,2024-07-27,2577,Credit,244.84,0.99
824,2791,2024-11-09,2024-11-10,2476,Credit,424.45,0.95
825,1622,2024-09-10,2024-09-13,2666,Credit,446.79,0.91
826,2099,2024-03-09,2024-03-10,2668,Debit,231.86,1.05
827,1628,2024-07-30,2024-08-03,2850,Credit,165.76,1.01
828,2141,2024-04-30,2024-05-01,2070,Credit,90.85,1.03
829,2790,2024-01-13,2024-01-14,2895,Debit,90.47,0.95
830,1914,2024-12-31,2025-01-03,2504,Debit,34.38,1.0
831,2988,2024-11-10,2024-11-14,2850,Credit,425.96,0.95
832,1294,2024-12-31,2025-01-02,2524,Credit,374.47,0.91
833,1293,2024-10-06,2024-10-07,2430,Credit,490.46,0.99
834,2208,2024-04-08,2024-04-11,2147,Credit,236.64,0.92
835,1722,2024-05-17,2024-05-20,2225,Debit,182.89,1.09
836,2082,2024-07-12,2024-07-13,2899,Debit,37.32,1.0
837,1524,2024-09-24,2024-09-28,2483,Debit,150.52,1.05
838,1450,2024-12-20,2024-12-24,2066,Credit,181.26,1.08
839,2577,2024-11-23,2024-11-26,2721,Credit,413.21,1.0
840,1612,2024-09-23,2024-09-24,2834,Credit,119.0,1.09
841,2212,2024-05-30,2024-06-02,2585,Credit,74.1,0.97
842,1730,2024-06-14,2024-06-18,2330,Debit,334.2,1.06
843,1866,2024-04-12,2024-04-13,2131,Credit,375.72,1.03
844,2874,2024-09-09,2024-09-11,2327,Debit,342.35,0.98
845,2948,2024-06-17,2024-06-20,2834,Credit,477.14,1.08
846,1008,2024-04-02,2024-04-04,2365,Credit,310.68,1.04
847,1366,2024-05-26,2024-05-27,2822,Credit,99.58,0.91
848,1013,2024-09-13,2024-09-14,2752,Credit,411.67,1.02
849,2002,2024-09-24,2024-09-28,2972,Credit,370.89,1.03
850,2035,2024-04-24,2024-04-26,2827,Credit,427.21,1.02
851,2983,2024-08-31,2024-09-03,2796,Debit,288.41,1.04
852,2357,2024-04-23,2024-04-24,2110,Credit,155.79,1.1
853,2011,2024-05-15,2024-05-19,2855,Credit,137.96,1.05
854,2014,2024-01-19,2024-01-23,2731,Credit,109.22,0.94
855,1324,2024-11-30,2024-12-04,2959,Credit,300.78,0.9
856,2996,2024-11-20,2024-11-22,2533,Credit,89.76,0.96
857,2886,2024-04-21,2024-04-22,2259,Debit,134.45,1.08
858,1890,2024-05-23,2024-05-24,2683,Debit,23.31,0.94
859,1696,2024-12-19,2024-12-23,2937,Credit,492.27,0.98
860,1325,2024-09-15,2024-09-17,2848,Credit,342.18,0.94
861,2725,2024-10-02,2024-10-04,2257,Debit,64.36,0.92
862,2236,2024-06-26,2024-06-30,2341,Credit,482.85,0.91
863,2936,2024-05-30,2024-06-03,2875,Credit,181.33,1.04
864,2224,2024-05-29,2024-06-02,2965,Debit,132.17,1.09
865,1237,2024-06-21,2024-06-24,2413,Debit,334.98,0.98
866,2283,2024-08-18,2024-08-19,2367,Credit,322.8,1.03
867,2941,2024-04-29,2024-05-03,2847,Debit,296.7,1.07
868,1605,2024-07-09,2024-07-11,2144,Credit,267.66,0.96
869,1404,2024-07-29,2024-08-01,2378,Debit,54.06,1.05
870,1293,2024-02-21,2024-02-25,2254,Credit,452.3,0.94
871,2157,2024-02-21,2024-02-24,2013,Credit,28.78,1.0
872,1709,2024-08-26,2024-08-28,2953,Credit,44.08,1.05
873,1493,2024-11-05,2024-11-07,2666,Debit,373.45,1.07
874,1719,2024-08-23,2024-08-24,2404,Debit,480.66,1.07
875,1981,2024-01-30,2024-02-01,2266,Credit,229.07,1.04
876,2238,2024-08-12,2024-08-16,2273,Credit,435.88,0.91
877,1575,2024-01-09,2024-01-13,2574,Credit,180.94,1.01
878,1667,2024-12-31,2025-01-03,2845,Credit,248.65,0.97
879,1146,2024-06-24,2024-06-28,2625,Credit,372.69,0.97
880,1818,2024-09-28,2024-09-29,2996,Credit,335.34,1.0
881,2672,2024-01-13,2024-01-17,2065,Credit,115.97,0.94
882,1235,2024-07-01,2024-07-05,2484,Credit,328.26,0.98
883,1283,2024-03-01,2024-03-05,2695,Credit,301.92,0.93
884,2275,2024-12-01,2024-12-03,2229,Credit,340.33,1.02
885,2579,2024-11-20,2024-11-24,2024,Credit,445.39,0.98
886,2769,2024-01-13,2024-01-15,2493,Credit,19.18,0.96
887,2556,2024-07-31,2024-08-01,2696,Debit,111.32,1.02
888,2385,2024-04-13,2024-04-17,2159,Credit,480.39,0.99
889,2001,2024-09-15,2024-09-17,2573,Credit,176.66,0.91
890,1112,2024-03-03,2024-03-05,2329,Credit,309.78,0.95
891,2412,2024-08-16,2024-08-19,2117,Debit,248.67,0.98
892,2179,2024-07-15,2024-07-17,2486,Credit,209.96,0.91
893,2481,2024-04-03,2024-04-06,2763,Debit,291.8,0.99
894,1517,2024-06-04,2024-06-07,2323,Credit,441.16,0.91
895,1816,2024-02-12,2024-02-16,2802,Debit,249.68,1.0
896,2093,2024-03-30,2024-04-02,2109,Credit,388.76,1.03
897,2931,2024-03-26,2024-03-27,2049,Credit,329.48,0.93
898,1094,2024-11-08,2024-11-12,2670,Debit,95.66,0.95
899,2376,2024-02-17,2024-02-18,2686,Credit,273.8,1.0
900,1695,2024-12-30,2025-01-02,2117,Debit,209.58,1.04
901,1608,2024-08-07,2024-08-09,2596,Debit,66.62,0.98
902,2966,2024-05-01,2024-05-02,2991,Debit,69.86,0.97
903,2479,2024-10-01,2024-10-04,2209,Credit,188.39,0.94
904,2815,2024-12-28,2025-01-01,2619,Credit,260.21,1.08
905,2682,2024-12-29,2025-01-01,2116,Debit,66.66,1.09
906,2666,2024-08-02,2024-08-04,2624,Debit,492.25,1.08
907,2579,2024-09-02,2024-09-06,2334,Debit,367.28,0.95
908,1315,2024-10-17,2024-10-21,2596,Debit,365.06,1.1
909,1013,2024-01-28,2024-01-30,2310,Debit,119.18,1.03
910,2845,2024-05-10,2024-05-14,2650,Credit,70.24,0.95
911,2695,2024-07-24,2024-07-28,2550,Credit,265.28,1.07
912,2784,2024-02-19,2024-02-21,2295,Debit,328.97,1.07
913,1896,2024-12-29,2024-12-30,2880,Debit,264.72,0.98
914,1935,2024-05-12,2024-05-16,2996,Credit,101.41,0.9
915,2601,2024-05-29,2024-06-01,2085,Credit,57.83,0.97
916,1868,2024-04-20,2024-04-23,2488,Credit,486.35,0.92
917,2352,2024-02-13,2024-02-17,2983,Credit,199.28,1.0
918,2528,2024-05-10,2024-05-14,2608,Credit,152.73,1.02
919,1232,2024-10-26,2024-10-27,2271,Debit,286.23,1.05
920,2755,2024-09-17,2024-09-19,2375,Credit,179.05,1.02
921,1407,2024-07-15,2024-07-17,2522,Debit,255.32,1.02
922,1344,2024-06-14,2024-06-17,2826,Credit,263.88,0.92
923,1695,2024-09-30,2024-10-04,2932,Debit,378.57,1.01
924,2112,2024-12-26,2024-12-28,2216,Debit,115.16,0.98
925,2790,2024-03-03,2024-03-04,2181,Credit,441.63,1.02
926,2704,2024-07-09,2024-07-12,2203,Debit,423.9,0.94
927,2871,2024-09-20,2024-09-23,2248,Credit,373.2,0.96
928,2313,2024-08-06,2024-08-10,2530,Debit,176.63,0.98
929,2441,2024-01-15,2024-01-19,2495,Debit,351.25,1.02
930,1087,2024-05-05,2024-05-08,2676,Debit,290.17,1.07
931,2592,2024-10-14,2024-10-15,2665,Debit,181.64,0.91
932,2567,2024-12-21,2024-12-22,2285,Credit,119.85,0.91
933,2634,2024-01-14,2024-01-16,2507,Credit,57.09,0.97
934,2001,2024-11-17,2024-11-20,2424,Credit,55.8,0.91
935,2123,2024-10-06,2024-10-10,2413,Debit,310.28,1.05
936,2522,2024-10-28,2024-10-30,2794,Debit,323.62,1.01
937,1894,2024-04-02,2024-04-04,2177,Debit,94.18,1.02
938,2750,2024-04-24,2024-04-27,2702,Credit,107.06,1.08
939,2019,2024-04-13,2024-04-14,2927,Debit,83.42,1.05
940,2275,2024-07-15,2024-07-16,2545,Debit,134.11,0.95
941,1936,2024-01-02,2024-01-03,2450,Credit,430.03,1.05
942,1475,2024-10-05,2024-10-06,2935,Credit,299.2,1.0
943,2999,2024-02-05,2024-02-09,2154,Debit,242.96,0.97
944,2350,2024-11-25,2024-11-26,2611,Debit,361.16,1.07
945,2293,2024-11-02,2024-11-05,2296,Debit,494.93,1.0
946,1391,2024-02-25,2024-02-26,2850,Credit,180.56,1.08
947,2596,2024-02-20,2024-02-21,2952,Debit,253.8,1.0
948,2115,2024-11-20,2024-11-23,2931,Debit,304.03,0.97
949,2958,2024-07-13,2024-07-17,2282,Debit,258.69,1.07
950,1715,2024-11-28,2024-11-30,2732,Debit,349.59,1.03
951,2934,2024-12-26,2024-12-27,2215,Debit,86.85,1.02
952,1333,2024-07-24,2024-07-28,2665,Credit,102.24,0.92
953,2979,2024-09-01,2024-09-05,2237,Debit,240.38,0.91
954,1901,2024-04-20,2024-04-23,2478,Debit,82.03,0.92
955,1429,2024-04-19,2024-04-20,2901,Debit,190.12,0.92
956,2575,2024-02-17,2024-02-20,2104,Credit,332.0,0.94
957,2990,2024-08-27,2024-08-28,2966,Credit,168.12,0.9
958,1208,2024-04-23,2024-04-25,2457,Credit,132.9,0.92
959,2376,2024-12-24,2024-12-28,2141,Debit,469.38,0.95
960,2101,2024-10-16,2024-10-19,2344,Credit,133.21,1.03
961,2117,2024-02-25,2024-02-29,2986,Credit,351.68,1.02
962,2196,2024-09-23,2024-09-26,2611,Debit,84.91,1.05
963,2204,2024-12-21,2024-12-24,2218,Credit,302.74,1.1
964,1003,2024-12-14,2024-12-17,2046,Debit,250.84,1.07
965,2186,2024-08-23,2024-08-24,2222,Debit,361.96,1.0
966,1225,2024-10-30,2024-11-03,2627,Credit,94.45,0.92
967,2904,2024-10-10,2024-10-11,2972,Debit,352.16,0.93
968,1906,2024-11-12,2024-11-16,2069,Debit,472.22,1.1
969,1619,2024-08-15,2024-08-16,2251,Debit,126.39,0.95
970,2662,2024-03-27,2024-03-31,2520,Debit,204.68,0.94
971,2281,2024-06-18,2024-06-22,2257,Credit,437.0,0.99
972,2456,2024-04-07,2024-04-09,2861,Credit,401.1,0.9
973,1996,2024-06-15,2024-06-16,2617,Credit,71.65,1.0
974,1323,2024-12-06,2024-12-08,2917,Credit,81.22,1.02
975,2012,2024-03-26,2024-03-28,2711,Credit,377.81,1.06
976,2593,2024-06-02,2024-06-03,2910,Credit,334.28,0.94
977,2565,2024-12-05,2024-12-08,2262,Credit,78.05,1.09
978,1126,2024-06-14,2024-06-15,2099,Credit,111.65,1.06
979,1413,2024-12-29,2025-01-02,2061,Debit,435.5,0.91
980,1615,2024-01-21,2024-01-22,2223,Debit,199.18,0.97
981,1482,2024-03-02,2024-03-05,2215,Debit,314.84,1.02
982,1835,2024-11-19,2024-11-20,2762,Credit,177.4,1.03
983,1063,2024-01-15,2024-01-18,2095,Credit,61.13,0.92
984,2485,2024-10-19,2024-10-20,2763,Credit,352.89,0.92
985,1620,2024-06-10,2024-06-14,2590,Debit,493.82,0.92
986,1774,2024-12-11,2024-12-12,2654,Debit,54.88,0.96
987,2514,2024-04-10,2024-04-14,2956,Debit,395.76,0.92
988,2792,2024-06-06,2024-06-08,2303,Credit,456.85,0.94
989,1520,2024-09-08,2024-09-12,2526,Credit,114.13,1.06
990,2108,2024-05-22,2024-05-23,2442,Credit,298.5,0.94
991,1346,2024-09-25,2024-09-29,2742,Debit,474.54,0.98
992,2383,2024-07-22,2024-07-25,2720,Debit,278.98,0.94
993,2593,2024-10-06,2024-10-08,2723,Debit,476.85,0.95
994,1250,2024-12-20,2024-12-23,2202,Credit,253.18,0.93
995,2099,2024-01-17,2024-01-20,2789,Credit,128.43,1.03
996,1315,2024-01-15,2024-01-19,2672,Debit,325.56,0.99
997,2446,2024-04-12,2024-04-14,2078,Credit,85.29,1.06
998,1245,2024-03-17,2024-03-21,2217,Debit,244.37,1.02
999,2751,2024-08-26,2024-08-30,2676,Debit,101.37,1.04
1000,1238,2024-12-27,2024-12-28,2572,Credit,207.55,1.04
